,bottom in dim 0,bottom in dim 1,bottom in dim 2,bottom in dim 3,bottom in dim 4,bottom in dim 5,bottom in dim 6,bottom in dim 7,bottom in dim 8,bottom in dim 9,bottom in dim 10,bottom in dim 11,bottom in dim 12,bottom in dim 13,bottom in dim 14
chr1:26377996-26378963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26396224-26396688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26410851-26411528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26539884-26540733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26553919-26554635,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:26597531-26597958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26799896-26800779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26828357-26829163,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:26838622-26839371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26887119-26887505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26959652-26960918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:26966885-26967298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27045852-27046310,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27142462-27142932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27148919-27149859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27284555-27285263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27349054-27350231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27421944-27422496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27427364-27427690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27430892-27431359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27521218-27523525,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27525291-27528881,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True
chr1:27575221-27576297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27595099-27596067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27596964-27597611,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27779851-27780250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27857784-27859234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:27992246-27992675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28056169-28056704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28062744-28063172,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr1:28169184-28169859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28199189-28200302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28256104-28256779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28359627-28360036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28409729-28410191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28509187-28511148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28640762-28641176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:28926670-28928662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:29120726-29125175,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chr1:29177694-29178133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:29197514-29197882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:29259529-29260310,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:30191075-30191763,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chr1:30685195-30685713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:30790715-30791241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:30911321-30911773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31170693-31171224,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31509296-31509458,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31639406-31640060,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31704109-31704369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31705059-31705658,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31736816-31737029,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31848246-31849050,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31872921-31873259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31881226-31881383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31922520-31922962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:31934662-31935628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32003528-32003970,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32247647-32252533,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
chr1:32253424-32254485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32255325-32257225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32272370-32274846,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32321884-32322764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32500403-32501084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32702568-32703422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32716721-32716982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32753453-32754928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32800527-32801741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32886197-32886976,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr1:32892796-32893706,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr1:32901056-32901694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr1:32924814-32925747,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr1:32984330-32985050,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
